input_name,gbif_matchType,gbif_confidence,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_usageKey,gbif_synonyms,gbif_english_name,gbif_english_names,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_taxon_id,wfo_query_used,wfo_url,wfo_native_areas_found_in,wfo_native_countries,powo_native,powo_url,powo_taxon_id,powo_error
Heliconia rostrata Ruiz et Pav.,EXACT,100,Heliconia rostrata,Heliconia rostrata,Heliconia rostrata Ruiz & Pav.,2760967,Heliconia poeppigiana Eichler | Heliconia poeppigiana Eichler ex Petersen,False Bird of Paradise,"False Bird of Paradise | Sari hontsi, Sari kida | false bird-of-paradise",Brazil | Colombia | Ecuador | Peru,BR | CO | EC | PE,92,92,medium,wfo-0000438784,Heliconia rostrata,https://www.worldfloraonline.org/taxon/wfo-0000438784,Southern America Brazil Acre | Southern America | Brazil | Acre | Amazonas | Rondônia | Mato Grosso | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,United States | Brazil | Israel | Venezuela | Mexico | Cuba | Colombia | Ecuador | Chile | Peru,"Bolivia | Colombia | Ecuador | Peru
Introduced into:
Bangladesh | Comoros | Mexico Southeast | Mexico Southwest | Puerto Rico | Thailand",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A796978-1,urn:lsid:ipni.org:names:796978-1,
Hoffmannia ghiesberghtii (Lem.) Hemsl.,FUZZY,100,Hoffmannia ghiesbreghtii,Hoffmannia ghiesbreghtii,Hoffmannia ghiesbreghtii (Lem.) Hemsl.,5335448,,,,,,0,0,none,wfo-0000982612,Hoffmannia ghiesbreghtii,https://www.worldfloraonline.org/taxon/wfo-0000982612,Northern America Mexico Mexico Gulf | Mexico Southeast | Mexico Southwest | Southern America Central America Belize | Guatemala | Campylobotrys ghiesbreghtii Lem. | Higginsia ghiesbreghtii (Lem.) Hook. | Higginsia ghiesbreghtii unranked variegata Hovey | Ohigginsia ghiesbrechtii (Lem.) Hook.f. | Northern America | Mexico | Mexico Gulf | Southern America | Central America | Belize | Synonyms | Campylobotrys ghiesbreghtii | Lem. | Higginsia ghiesbreghtii | (Lem.) Hook. | Higginsia ghiesbreghtii unranked variegata | Hovey | Ohigginsia ghiesbrechtii | (Lem.) Hook.f.,Guatemala | United Kingdom | Angola | United States,Belize | Guatemala | Mexico Gulf | Mexico Southeast,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A753195-1,urn:lsid:ipni.org:names:753195-1,
Hoffmannia ghiesberghtii (Lem.) Hemsl.,FUZZY,100,Hoffmannia ghiesbreghtii,Hoffmannia ghiesbreghtii,Hoffmannia ghiesbreghtii (Lem.) Hemsl.,5335448,,,,,,0,0,none,wfo-0000982612,Hoffmannia ghiesbreghtii,https://www.worldfloraonline.org/taxon/wfo-0000982612,Northern America Mexico Mexico Gulf | Mexico Southeast | Mexico Southwest | Southern America Central America Belize | Guatemala | Campylobotrys ghiesbreghtii Lem. | Higginsia ghiesbreghtii (Lem.) Hook. | Higginsia ghiesbreghtii unranked variegata Hovey | Ohigginsia ghiesbrechtii (Lem.) Hook.f. | Northern America | Mexico | Mexico Gulf | Southern America | Central America | Belize | Synonyms | Campylobotrys ghiesbreghtii | Lem. | Higginsia ghiesbreghtii | (Lem.) Hook. | Higginsia ghiesbreghtii unranked variegata | Hovey | Ohigginsia ghiesbrechtii | (Lem.) Hook.f.,Guatemala | United Kingdom | Angola | United States,Belize | Guatemala | Mexico Gulf | Mexico Southeast,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A753195-1,urn:lsid:ipni.org:names:753195-1,
Hura crepitans L.,EXACT,100,Hura crepitans,Hura crepitans,Hura crepitans L.,5380015,Hura brasiliensis Willd. | Hura crepitans f. oblongifolia Müll.Arg. | Hura crepitans f. orbicularis Müll.Arg. | Hura crepitans f. ovata Müll.Arg. | Hura crepitans var. genuina Müll.Arg. | Hura crepitans var. membranacea Müll.Arg. | Hura crepitans var. oblongifolia Müll.Arg. | Hura crepitans var. orbicularis Müll.Arg. | Hura crepitans var. ovata Müll.Arg. | Hura crepitans var. senegalensis (Baill.) Boiss. | Hura crepitans var. senegalensis Müll.Arg. | Hura crepitans var. strepens Müll.Arg. | Hura senegalensis Baill. | Hura strepens Willd.,Sandbox tree,"Sandbox tree | asiwakalan, kumakalan",Bolivia (Plurinational State of) | Brazil | Colombia | Peru | Suriname | United States of America | Venezuela (Bolivarian Republic of),BO | BR | CO | PE | SR | US | VE,117,117,medium,wfo-0000215711,Hura crepitans,https://www.worldfloraonline.org/taxon/wfo-0000215711,Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Acre | Amapí | Amazonas | Parí | Rondônia | Roraima | Caribbean Bahamas | Caribbean | Bahamas | Cuba | Dominican Republic | Haiti | Jamaica | Leeward Is. | Puerto Rico | Southwest Caribbean | Trinidad-Tobago | Venezuelan Antilles | Windward Is. | Central America Costa Rica | Central America | Costa Rica | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,United States | Brazil | Israel | Venezuela | Mexico | United Kingdom | Cuba | Dominican Republic | Haiti | South Africa | Jamaica | Costa Rica | Honduras | Nicaragua | France | Guyana | Suriname | Kingdom of the Netherlands | Netherlands | Colombia | Ecuador | Chile | Peru,Bahamas | Bolivia | Brazil North | Colombia | Costa Rica | Cuba | Dominican Republic | Ecuador | French Guiana | Guyana | Haiti | Honduras | Jamaica | Leeward Is. | Nicaragua | Panamá | Peru | Puerto Rico,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A350060-1,urn:lsid:ipni.org:names:350060-1,
Hylocereus megalanthus (K.Schum.) Ralf Bauer,EXACT,100,Hylocereus megalanthus,Hylocereus megalanthus,Hylocereus megalanthus (K.Schum. ex Vaupel) Ralf Bauer,3944769,,yellow pitaya,yellow pitaya,,,0,0,none,wfo-0001271805,Hylocereus megalanthus,https://www.worldfloraonline.org/taxon/wfo-0001271805,,,"International Plant Names Index Nomenclatural data for the scientific names of vascular plants | International Plant Names Index | Nomenclatural data for the scientific names of vascular plants | Tree of Life Explorer A comprehensive evolutionary tree of life for flowering plants | Tree of Life Explorer | A comprehensive evolutionary tree of life for flowering plants | Medicinal Plant Names Services A global database of names used for herbal drugs, products and medicinal plants | Medicinal Plant Names Services | A global database of names used for herbal drugs | products and medicinal plants | Plant DNA C-values Database Genome size (C-value) data for >12,000 plant and algal species | Plant DNA C-values Database | Genome size (C-value) data for >12 | 000 plant and algal species | Tropical Important Plant Areas Discover more about critical sites for plant diversity in the tropics | Tropical Important Plant Areas | Discover more about critical sites for plant diversity in the tropics | Featured Tree of Life Explorer Discover the flowering plant tree of life and the genomic data used to build it. | Featured | Discover the flowering plant tree of life and the genomic data used to build it. | Let us know what you think! | Hylocereus megalanthus | (K.Schum. ex Vaupel) Ralf Bauer | First published in Cactaceae Syst. Init. 17: 28 (2003) | This name is a synonym of | Selenicereus megalanthus",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A50425948-2,urn:lsid:ipni.org:names:50425948-2,
Hylocereus undatus (Haw.) Britton et Rose.,EXACT,100,Hylocereus undatus,Hylocereus undatus,Hylocereus undatus (Haw.) Britton & Rose,3084394,,Dragon Fruit,Belle of the Night | Dragon Fruit | Night Blooming Cereus | Nightblooming cactus | Strawberry Pear | belle-of-the-night,Spain,ES,9,9,very_low,wfo-0000726906,Hylocereus undatus,https://www.worldfloraonline.org/taxon/wfo-0000726906,,,"International Plant Names Index Nomenclatural data for the scientific names of vascular plants | International Plant Names Index | Nomenclatural data for the scientific names of vascular plants | Tree of Life Explorer A comprehensive evolutionary tree of life for flowering plants | Tree of Life Explorer | A comprehensive evolutionary tree of life for flowering plants | Medicinal Plant Names Services A global database of names used for herbal drugs, products and medicinal plants | Medicinal Plant Names Services | A global database of names used for herbal drugs | products and medicinal plants | Plant DNA C-values Database Genome size (C-value) data for >12,000 plant and algal species | Plant DNA C-values Database | Genome size (C-value) data for >12 | 000 plant and algal species | Tropical Important Plant Areas Discover more about critical sites for plant diversity in the tropics | Tropical Important Plant Areas | Discover more about critical sites for plant diversity in the tropics | Featured Tree of Life Explorer Discover the flowering plant tree of life and the genomic data used to build it. | Featured | Discover the flowering plant tree of life and the genomic data used to build it. | Let us know what you think! | Hylocereus undatus | (Haw.) Britton & Rose | First published in N.L.Britton | Fl. Bermuda: 256 (1918) | This name is a synonym of | Selenicereus undatus",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A125404-2,urn:lsid:ipni.org:names:125404-2,
Isolepis cernua (Vahl) Roem. et Schukt.,EXACT,100,Isolepis cernua,Isolepis cernua,Isolepis cernua (Vahl) Roem. & Schult.,2713316,"Isolepis mineae Parl., 1846 | Isolepis prolifera Melis, 1875 | Isolepis savii Palla",low bulrush,Slender Club-rush | Small Bristle Club-Rush | fiber-optic-grass | low bulrush | low clubrush,Australia | Brazil | Chile | Colombia | New Zealand | Norfolk Island | Portugal | Spain | United States of America | unknown or invalid,AU | BR | CL | CO | ES | NF | NZ | PT | US | ZZ,1031,900,high,wfo-0000448337,Isolepis cernua,https://www.worldfloraonline.org/taxon/wfo-0000448337,Africa East Tropical Africa Tanzania | Africa | East Tropical Africa | Tanzania | Macaronesia Azores | Macaronesia | Azores | Canary Is. | Cape Verde | Madeira | Northeast Tropical Africa Ethiopia | Northeast Tropical Africa | Ethiopia | Northern Africa Algeria | Northern Africa | Algeria | Libya | Morocco | Tunisia | Southern Africa Cape Provinces | Southern Africa | Cape Provinces | Free State | KwaZulu-Natal | Lesotho | Northern Provinces | Antarctic Subantarctic Islands Falkland Is. | Antarctic | Subantarctic Islands | Falkland Is. | Tristan da Cunha | Asia-Temperate Western Asia Cyprus | Asia-Temperate | Western Asia | Cyprus | East Aegean Is. | Lebanon-Syria | Palestine | Turkey | Australasia Australia New South Wales | Australasia | Australia | New South Wales | Norfolk Is. | Queensland | South Australia | Tasmania | Victoria | Western Australia | New Zealand Antipodean Is. | New Zealand | Antipodean Is. | Chatham Is. | Kermadec Is. | New Zealand North | New Zealand South | Europe Northern Europe Great Britain | Europe | Northern Europe | Great Britain | Ireland | Southeastern Europe Albania | Southeastern Europe | Albania | Greece | Italy | Kriti | Sicilia | Turkey-in-Europe | Yugoslavia | Southwestern Europe Baleares | Southwestern Europe | Baleares | Corse | France | Portugal | Sardegna | Spain | Northern America Mexico Mexico Northwest | Northern America | Mexico | Mexico Northwest | Northwestern U.S.A. Oregon | Northwestern U.S.A. | Oregon | Washington | South-Central U.S.A. Texas | South-Central U.S.A. | Texas | Southwestern U.S.A. California | Southwestern U.S.A. | California | Western Canada British Columbia | Western Canada | British Columbia | Southern America Brazil Brazil South | Southern America | Brazil | Brazil South | Paraní | Santa Catarina | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Argentina Northwest | Argentina South | Chile Central | Chile North | Chile South | Juan Fernández Is. | Uruguay | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Ancient Rome | Tanzania | Spain | Portugal | Cape Verde | United States | United Kingdom | Russia | Tunisia | Zimbabwe | Botswana | Lesotho | Namibia | Eswatini | South Africa | France | Indonesia | Australia | New Zealand | Solomon Islands | Cuba | Canada | Jersey | Gibraltar | Cayman Islands | Falkland Islands | Brazil | Mexico | Italy | Colombia | Ecuador | Chile | Peru,Albania | Algeria | Antipodean Is. | Argentina Northeast | Argentina Northwest | Argentina South | Azores | Baleares | Bolivia | Brazil South | British Columbia | California | Canary Is. | Cape Provinces | Cape Verde | Chatham Is.,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A309238-1,urn:lsid:ipni.org:names:309238-1,
Justicia brandegeana Wassh. & L.B.Sm.,FUZZY,100,Justicia brandegeeana,Justicia brandegeeana,Justicia brandegeeana Wassh. & L.B.Sm.,3173122,Justicia straminea D.N.Gibson,false hop,Honolulu-salvia | Mexican shrimp-plant | Shrimpplant | false hop | shrimp-plant | shrimpbush,Brazil | Croatia | Mexico | United States of America,BR | HR | MX | US,94,94,medium,wfo-0000354190,Justicia brandegeeana,https://www.worldfloraonline.org/taxon/wfo-0000354190,Northern America Mexico Mexico Central | Northern America | Mexico | Mexico Central | Mexico Northeast | Southern America Central America El Salvador | Southern America | Central America | El Salvador | Guatemala | Honduras,United Kingdom | El Salvador | Guatemala | Honduras,"El Salvador | Guatemala | Honduras | Mexico Central | Mexico Northeast
Introduced into:
Assam | Bangladesh | Benin | Bolivia | Brazil South | Caroline Is. | Cook Is. | Dominican Republic | East Himalaya | Ecuador | Florida | Gambia",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A289220-2,urn:lsid:ipni.org:names:289220-2,
Justicia carnea Lindl.,EXACT,100,Justicia carnea,Justicia carnea,Justicia carnea Lindl.,3770188,,plumeflower,Brazilian-Plume | flamingo-flower | king's-crown | plumeflower,Argentina | Brazil,AR | BR,991,900,high,wfo-0000354735,Justicia carnea,https://www.worldfloraonline.org/taxon/wfo-0000354735,Southern America Brazil Brazil South | Southern America | Brazil | Brazil South | Paraní | Rio Grande do Sul | Santa Catarina | Brazil Southeast | Espirito Santo | Minas Gerais | Rio de Janeiro | São Paulo | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Paraguay,United States | Brazil | Mexico | Empire of Brazil | Paraguay,"Argentina Northeast | Brazil South | Brazil Southeast | Paraguay
Introduced into:
Azores | Colombia | Cook Is. | Cuba | Dominican Republic | Ecuador | Haiti | Hawaii | Mexico Central | Myanmar | St.Helena | Venezuelan Antilles",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A132826-2,urn:lsid:ipni.org:names:132826-2,
Khaya grandifolia C.DC.,FUZZY,100,Khaya grandifoliola,Khaya grandifoliola,Khaya grandifoliola C.DC.,3852039,Khaya dawei Stapf | Khaya dawei Stapf ex Broun & R.E.Massey | Khaya grandis Stapf | Khaya kerstingii Harms | Khaya kissiensis A.Chev. | Khaya punchii Stapf,Beninwood,African Mahogany | Benin Mahogany | Benin-mahogany | Beninwood | Large-leaved Mahogany | Senegal Mahogany | gagaliga | tido,,,0,0,none,wfo-0000357001,Khaya grandifoliola,https://www.worldfloraonline.org/taxon/wfo-0000357001,Africa East Tropical Africa Uganda | Northeast Tropical Africa Chad | Sudan | West Tropical Africa Benin | Burkina | Ghana | Guinea | Ivory Coast | Liberia | Nigeria | Togo | West-Central Tropical Africa Central African Republic | Zaire | Khaya dawei Stapf ex Broun & R.E.Massey | Khaya kerstingii Harms | Africa | East Tropical Africa | Uganda | Northeast Tropical Africa | Chad | West Tropical Africa | Benin | West-Central Tropical Africa | Central African Republic | Synonyms | Khaya dawei | Stapf ex Broun & R.E.Massey | Khaya kerstingii | Harms,Sudan | Ghana | Tanzania | Guinea | Ivory Coast | Liberia | Costa Rica | Nigeria | Togo | Canada | United States | Zaire | Ancient Rome | Uganda | Indonesia | Russia | Netherlands | Central African Republic | United Arab Emirates,Benin | Burkina | Central African Republic | Chad | DR Congo | Ghana | Guinea | Ivory Coast | Liberia | Nigeria | Sudan-South Sudan | Togo,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A578853-1,urn:lsid:ipni.org:names:578853-1,
Kigelia pinnata (Jacq.) DC.,EXACT,100,Kigelia pinnata,Kigelia pinnata,Kigelia pinnata (Jacq.) DC.,3172562,,,,,,1,1,very_low,wfo-0000778896,Kigelia pinnata,https://www.worldfloraonline.org/taxon/wfo-0000778896,,,"International Plant Names Index Nomenclatural data for the scientific names of vascular plants | International Plant Names Index | Nomenclatural data for the scientific names of vascular plants | Tree of Life Explorer A comprehensive evolutionary tree of life for flowering plants | Tree of Life Explorer | A comprehensive evolutionary tree of life for flowering plants | Medicinal Plant Names Services A global database of names used for herbal drugs, products and medicinal plants | Medicinal Plant Names Services | A global database of names used for herbal drugs | products and medicinal plants | Plant DNA C-values Database Genome size (C-value) data for >12,000 plant and algal species | Plant DNA C-values Database | Genome size (C-value) data for >12 | 000 plant and algal species | Tropical Important Plant Areas Discover more about critical sites for plant diversity in the tropics | Tropical Important Plant Areas | Discover more about critical sites for plant diversity in the tropics | Featured Tree of Life Explorer Discover the flowering plant tree of life and the genomic data used to build it. | Featured | Discover the flowering plant tree of life and the genomic data used to build it. | Let us know what you think! | Kigelia pinnata | (Jacq.) DC. | First published in Prodr. 9: 247 (1845) | This name is a synonym of | Kigelia africana subsp. africana | Kigelia africana | subsp. | africana",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A109886-1,urn:lsid:ipni.org:names:109886-1,
Kohleria hirsuta (HBK) Reg.,EXACT,100,Kohleria hirsuta,Kohleria hirsuta,Kohleria hirsuta (Kunth) Regel,6365157,,,,,,0,0,none,wfo-0000357724,Kohleria hirsuta,https://www.worldfloraonline.org/taxon/wfo-0000357724,Southern America Caribbean Trinidad-Tobago | Southern America | Caribbean | Trinidad-Tobago | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Western South America Colombia | Western South America | Colombia | Ecuador,United Kingdom | France | Guyana | Suriname | Kingdom of the Netherlands | Netherlands | Venezuela | Colombia | Ecuador | Chile,Colombia | Ecuador | French Guiana | Guyana | Suriname | Trinidad-Tobago,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A381572-1,urn:lsid:ipni.org:names:381572-1,
Lagerstroemia speciosa (L.) Pers.,EXACT,100,Lagerstroemia speciosa,Lagerstroemia speciosa,Lagerstroemia speciosa (L.) Pers.,3188724,Lagerstroemia speciosa var. intermedia (Koehne) Furtado & Montien,Jarul,Jarul | Pride of India | Sari konokono wadrada | giant crepe-myrtle | pride-of-India | pyinma | queen's crape-myrtle | queen's-flower | reseda-flor-da-rainha | resedá-flor-da-rainha | resedá-gigante,India | Indonesia | Myanmar | Sri Lanka,ID | IN | LK | MM,6,6,very_low,wfo-0000366693,Lagerstroemia speciosa,https://www.worldfloraonline.org/taxon/wfo-0000366693,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | India | Sri Lanka | Indo-China Cambodia | Indo-China | Cambodia | Laos | Myanmar | Thailand | Vietnam | Malesia Borneo | Malesia | Borneo | Jawa | Lesser Sunda Is. | Malaya | Maluku | Philippines | Sulawesi | Sumatera | Papuasia New Guinea | Papuasia | New Guinea,United States | Cameroon | Bangladesh | India | Moldova | Sri Lanka | Cambodia | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Canada | Czech Republic | Russia | Democratic Republic of the Congo | Philippines | Netherlands,Assam | Bangladesh | Borneo | Cambodia | China South-Central | East Himalaya | India | Jawa | Laos | Lesser Sunda Is. | Malaya | Maluku | Myanmar | New Guinea | Philippines | Sri Lanka | Sulawesi | Sumatera,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A553618-1,urn:lsid:ipni.org:names:553618-1,
Mangifera indica L. 'Irwin',EXACT,96,Mangifera indica,Mangifera indica,Mangifera indica L.,3190638,Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume,Mango,Am | Common Indian Mango | Indian mango | Mako | Manga | Mango | Mango Tree,Australia | Bhutan | Chinese Taipei | Colombia | India | Malaysia,AU | BT | CO | IN | MY | TW,14,14,low,wfo-0000371248,Mangifera indica,https://www.worldfloraonline.org/taxon/wfo-0000371248,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | East Himalaya | Nepal | Indo-China Myanmar | Indo-China | Myanmar | Thailand | Southern America Central America Belize | Southern America | Central America | Belize,United States | Cameroon | Nepal | Myanmar | Thailand | Angola,"Assam | China South-Central | East Himalaya | Myanmar | Thailand
Introduced into:
Andaman Is. | Angola | Ascension | Bahamas | Bangladesh | Belize | Brazil South | Burkina | Cambodia | Cameroon | Caroline Is. | Cayman Is. | Central",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A69913-1,urn:lsid:ipni.org:names:69913-1,
Mangifera indica L. 'Kensington',EXACT,96,Mangifera indica,Mangifera indica,Mangifera indica L.,3190638,Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume,Mango,Am | Common Indian Mango | Indian mango | Mako | Manga | Mango | Mango Tree,Australia | Bhutan | Chinese Taipei | Colombia | India | Malaysia,AU | BT | CO | IN | MY | TW,14,14,low,wfo-0000371248,Mangifera indica,https://www.worldfloraonline.org/taxon/wfo-0000371248,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | East Himalaya | Nepal | Indo-China Myanmar | Indo-China | Myanmar | Thailand | Southern America Central America Belize | Southern America | Central America | Belize,United States | Cameroon | Nepal | Myanmar | Thailand | Angola,"Assam | China South-Central | East Himalaya | Myanmar | Thailand
Introduced into:
Andaman Is. | Angola | Ascension | Bahamas | Bangladesh | Belize | Brazil South | Burkina | Cambodia | Cameroon | Caroline Is. | Cayman Is. | Central",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A69913-1,urn:lsid:ipni.org:names:69913-1,
Mangifera indica L. 'Osteen',EXACT,96,Mangifera indica,Mangifera indica,Mangifera indica L.,3190638,Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume,Mango,Am | Common Indian Mango | Indian mango | Mako | Manga | Mango | Mango Tree,Australia | Bhutan | Chinese Taipei | Colombia | India | Malaysia,AU | BT | CO | IN | MY | TW,14,14,low,wfo-0000371248,Mangifera indica,https://www.worldfloraonline.org/taxon/wfo-0000371248,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | East Himalaya | Nepal | Indo-China Myanmar | Indo-China | Myanmar | Thailand | Southern America Central America Belize | Southern America | Central America | Belize,United States | Cameroon | Nepal | Myanmar | Thailand | Angola,"Assam | China South-Central | East Himalaya | Myanmar | Thailand
Introduced into:
Andaman Is. | Angola | Ascension | Bahamas | Bangladesh | Belize | Brazil South | Burkina | Cambodia | Cameroon | Caroline Is. | Cayman Is. | Central",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A69913-1,urn:lsid:ipni.org:names:69913-1,
Medinilla magnifica Lindl.,EXACT,100,Medinilla magnifica,Medinilla magnifica,Medinilla magnifica Lindl.,3188507,Medinilla bracteata Veitch | Medinilla superba Teijsm. & Binn. | Medinilla superba Teijsm. & Binn. ex Triana,pink medinilla,Showy Medinilla | pink medinilla,,,0,0,none,wfo-0001082446,Medinilla magnifica,https://www.worldfloraonline.org/taxon/wfo-0001082446,Asia-Tropical Malesia Philippines | Asia-Tropical | Malesia | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Philippines,Philippines,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A570289-1,urn:lsid:ipni.org:names:570289-1,
Nephelium lappaceum,EXACT,99,Nephelium lappaceum,Nephelium lappaceum,Nephelium lappaceum L.,5421126,Nephelium chryseum Blume | Nephelium echinatum Noronha | Nephelium glabrum (Blume) Cambess. | Nephelium glabrum Noronha | Nephelium glabrum var. sufferugineum (Radlk.) Ridl. | Nephelium lappaceum var. glabrum (Blume) Blume | Nephelium maculatum Radlk. | Nephelium obovatum Ridl. | Nephelium pallens Radlk. | Nephelium rambutan Schnizl. | Nephelium rimosum G.Don,pulasan,Rambutan | pulasan,,,0,0,none,wfo-0000381268,Nephelium lappaceum,https://www.worldfloraonline.org/taxon/wfo-0000381268,,,Assam | Bangladesh | Borneo | Cambodia | China South-Central | China Southeast | East Himalaya | Hainan | Jawa | Laos | Malaya | Maluku | Myanmar | Nicobar Is. | Philippines | Sulawesi | Sumatera | Thailand,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A36501-1,urn:lsid:ipni.org:names:36501-1,
