input_name,gbif_matchType,gbif_confidence,gbif_matched_scientificName,gbif_matched_canonicalName,gbif_matched_usageKey,gbif_accepted_usageKey,gbif_accepted_taxonomicStatus,gbif_accepted_hops,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_synonyms,gbif_synonym_count,gbif_synonyms_same_species,gbif_synonyms_same_species_count,gbif_synonyms_same_genus,gbif_synonyms_same_genus_count,gbif_english_name,gbif_english_names,gbif_english_name_count
Lagerstroemia speciosa (L.) Pers.,EXACT,100,Lagerstroemia speciosa (L.) Pers.,Lagerstroemia speciosa,3188724,3188724,ACCEPTED,0,Lagerstroemia speciosa,Lagerstroemia speciosa,Lagerstroemia speciosa (L.) Pers.,Lagerstroemia speciosa (L.) Pers. | Lagerstroemia speciosa var. intermedia (Koehne) Furtado & Montien,2,Lagerstroemia speciosa (L.) Pers. | Lagerstroemia speciosa var. intermedia (Koehne) Furtado & Montien,2,Lagerstroemia speciosa (L.) Pers. | Lagerstroemia speciosa var. intermedia (Koehne) Furtado & Montien,2,Jarul,Jarul | Pride of India | Sari konokono wadrada | giant crepe-myrtle | pride-of-India | pyinma | queen's crape-myrtle | queen's-flower | reseda-flor-da-rainha | resedá-flor-da-rainha | resedá-gigante,11
Mangifera indica L. 'Irwin',EXACT,96,Mangifera indica L.,Mangifera indica,3190638,3190638,ACCEPTED,0,Mangifera indica,Mangifera indica,Mangifera indica L.,Mangifera indica L. | Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume | Mangifera indica var. marunga Blume | Mangifera indica var. mekongensis Pierre | Mangifera indica var. niela Blume | Mangifera indica var. pallens Blume | Mangifera indica var. piit Blume | Mangifera indica var. sangier Blume | Mangifera indica var. sentok Blume | Mangifera indica var. teloor Blume | Mangifera integrifolia Génibrel | Mangifera integrifolia Génibrel ex Crevost & Lemarié | Mangifera kukula Blume | Mangifera kukulu Blume | Mangifera laurina var. deropong Blume | Mangifera laxiflora Desr. | Mangifera linnaei Korth. | Mangifera linnaei Korth. ex Hassk. | Mangifera maritima Lechaume | Mangifera mekongensis (Pierre) Anon. | Mangifera montana B.Heyne | Mangifera montana B.Heyne ex Wight & Arn. | Mangifera oryza Crevost & Lemarié | Mangifera racemosa Bojer | Mangifera rostrata Blanco | Mangifera rubra Bojer | Mangifera sativa Roem. & Schult. | Mangifera siamensis Warb. | Mangifera siamensis Warb. ex Craib | Mangifera viridis Bojer,49,Mangifera indica L. | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume | Mangifera indica var. marunga Blume | Mangifera indica var. mekongensis Pierre | Mangifera indica var. niela Blume | Mangifera indica var. pallens Blume | Mangifera indica var. piit Blume | Mangifera indica var. sangier Blume | Mangifera indica var. sentok Blume | Mangifera indica var. teloor Blume,20,Mangifera indica L. | Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume | Mangifera indica var. marunga Blume | Mangifera indica var. mekongensis Pierre | Mangifera indica var. niela Blume | Mangifera indica var. pallens Blume | Mangifera indica var. piit Blume | Mangifera indica var. sangier Blume | Mangifera indica var. sentok Blume | Mangifera indica var. teloor Blume | Mangifera integrifolia Génibrel | Mangifera integrifolia Génibrel ex Crevost & Lemarié | Mangifera kukula Blume | Mangifera kukulu Blume | Mangifera laurina var. deropong Blume | Mangifera laxiflora Desr. | Mangifera linnaei Korth. | Mangifera linnaei Korth. ex Hassk. | Mangifera maritima Lechaume | Mangifera mekongensis (Pierre) Anon. | Mangifera montana B.Heyne | Mangifera montana B.Heyne ex Wight & Arn. | Mangifera oryza Crevost & Lemarié | Mangifera racemosa Bojer | Mangifera rostrata Blanco | Mangifera rubra Bojer | Mangifera sativa Roem. & Schult. | Mangifera siamensis Warb. | Mangifera siamensis Warb. ex Craib | Mangifera viridis Bojer,49,Mango,Am | Common Indian Mango | Indian mango | Mako | Manga | Mango | Mango Tree,7
Mangifera indica L. 'Kensington',EXACT,96,Mangifera indica L.,Mangifera indica,3190638,3190638,ACCEPTED,0,Mangifera indica,Mangifera indica,Mangifera indica L.,Mangifera indica L. | Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume | Mangifera indica var. marunga Blume | Mangifera indica var. mekongensis Pierre | Mangifera indica var. niela Blume | Mangifera indica var. pallens Blume | Mangifera indica var. piit Blume | Mangifera indica var. sangier Blume | Mangifera indica var. sentok Blume | Mangifera indica var. teloor Blume | Mangifera integrifolia Génibrel | Mangifera integrifolia Génibrel ex Crevost & Lemarié | Mangifera kukula Blume | Mangifera kukulu Blume | Mangifera laurina var. deropong Blume | Mangifera laxiflora Desr. | Mangifera linnaei Korth. | Mangifera linnaei Korth. ex Hassk. | Mangifera maritima Lechaume | Mangifera mekongensis (Pierre) Anon. | Mangifera montana B.Heyne | Mangifera montana B.Heyne ex Wight & Arn. | Mangifera oryza Crevost & Lemarié | Mangifera racemosa Bojer | Mangifera rostrata Blanco | Mangifera rubra Bojer | Mangifera sativa Roem. & Schult. | Mangifera siamensis Warb. | Mangifera siamensis Warb. ex Craib | Mangifera viridis Bojer,49,Mangifera indica L. | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume | Mangifera indica var. marunga Blume | Mangifera indica var. mekongensis Pierre | Mangifera indica var. niela Blume | Mangifera indica var. pallens Blume | Mangifera indica var. piit Blume | Mangifera indica var. sangier Blume | Mangifera indica var. sentok Blume | Mangifera indica var. teloor Blume,20,Mangifera indica L. | Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume | Mangifera indica var. marunga Blume | Mangifera indica var. mekongensis Pierre | Mangifera indica var. niela Blume | Mangifera indica var. pallens Blume | Mangifera indica var. piit Blume | Mangifera indica var. sangier Blume | Mangifera indica var. sentok Blume | Mangifera indica var. teloor Blume | Mangifera integrifolia Génibrel | Mangifera integrifolia Génibrel ex Crevost & Lemarié | Mangifera kukula Blume | Mangifera kukulu Blume | Mangifera laurina var. deropong Blume | Mangifera laxiflora Desr. | Mangifera linnaei Korth. | Mangifera linnaei Korth. ex Hassk. | Mangifera maritima Lechaume | Mangifera mekongensis (Pierre) Anon. | Mangifera montana B.Heyne | Mangifera montana B.Heyne ex Wight & Arn. | Mangifera oryza Crevost & Lemarié | Mangifera racemosa Bojer | Mangifera rostrata Blanco | Mangifera rubra Bojer | Mangifera sativa Roem. & Schult. | Mangifera siamensis Warb. | Mangifera siamensis Warb. ex Craib | Mangifera viridis Bojer,49,Mango,Am | Common Indian Mango | Indian mango | Mako | Manga | Mango | Mango Tree,7
Mangifera indica L. 'Osteen',EXACT,96,Mangifera indica L.,Mangifera indica,3190638,3190638,ACCEPTED,0,Mangifera indica,Mangifera indica,Mangifera indica L.,Mangifera indica L. | Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume | Mangifera indica var. marunga Blume | Mangifera indica var. mekongensis Pierre | Mangifera indica var. niela Blume | Mangifera indica var. pallens Blume | Mangifera indica var. piit Blume | Mangifera indica var. sangier Blume | Mangifera indica var. sentok Blume | Mangifera indica var. teloor Blume | Mangifera integrifolia Génibrel | Mangifera integrifolia Génibrel ex Crevost & Lemarié | Mangifera kukula Blume | Mangifera kukulu Blume | Mangifera laurina var. deropong Blume | Mangifera laxiflora Desr. | Mangifera linnaei Korth. | Mangifera linnaei Korth. ex Hassk. | Mangifera maritima Lechaume | Mangifera mekongensis (Pierre) Anon. | Mangifera montana B.Heyne | Mangifera montana B.Heyne ex Wight & Arn. | Mangifera oryza Crevost & Lemarié | Mangifera racemosa Bojer | Mangifera rostrata Blanco | Mangifera rubra Bojer | Mangifera sativa Roem. & Schult. | Mangifera siamensis Warb. | Mangifera siamensis Warb. ex Craib | Mangifera viridis Bojer,49,Mangifera indica L. | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume | Mangifera indica var. marunga Blume | Mangifera indica var. mekongensis Pierre | Mangifera indica var. niela Blume | Mangifera indica var. pallens Blume | Mangifera indica var. piit Blume | Mangifera indica var. sangier Blume | Mangifera indica var. sentok Blume | Mangifera indica var. teloor Blume,20,Mangifera indica L. | Mangifera amba Forssk. | Mangifera anisodora Blanco | Mangifera austroyunnanensis H.H.Hu | Mangifera austroyunnanensis Hu | Mangifera balba Crevost & Lemarié | Mangifera cambodiana (Pierre) Anon. | Mangifera domestica Gaertn. | Mangifera equina Crevost & Lemarié | Mangifera gladiata Bojer | Mangifera indica var. bapang Blume | Mangifera indica var. cambodiana Pierre | Mangifera indica var. compressa Blume | Mangifera indica var. deropong Blume | Mangifera indica var. dodol Blume | Mangifera indica var. domestica (Gaertn.) Blume | Mangifera indica var. gratissima Blume | Mangifera indica var. kaijer Blume | Mangifera indica var. kalapa Blume | Mangifera indica var. kidang Blume | Mangifera indica var. marundana Blume | Mangifera indica var. marunga Blume | Mangifera indica var. mekongensis Pierre | Mangifera indica var. niela Blume | Mangifera indica var. pallens Blume | Mangifera indica var. piit Blume | Mangifera indica var. sangier Blume | Mangifera indica var. sentok Blume | Mangifera indica var. teloor Blume | Mangifera integrifolia Génibrel | Mangifera integrifolia Génibrel ex Crevost & Lemarié | Mangifera kukula Blume | Mangifera kukulu Blume | Mangifera laurina var. deropong Blume | Mangifera laxiflora Desr. | Mangifera linnaei Korth. | Mangifera linnaei Korth. ex Hassk. | Mangifera maritima Lechaume | Mangifera mekongensis (Pierre) Anon. | Mangifera montana B.Heyne | Mangifera montana B.Heyne ex Wight & Arn. | Mangifera oryza Crevost & Lemarié | Mangifera racemosa Bojer | Mangifera rostrata Blanco | Mangifera rubra Bojer | Mangifera sativa Roem. & Schult. | Mangifera siamensis Warb. | Mangifera siamensis Warb. ex Craib | Mangifera viridis Bojer,49,Mango,Am | Common Indian Mango | Indian mango | Mako | Manga | Mango | Mango Tree,7
Medinilla magnifica Lindl.,EXACT,100,Medinilla magnifica Lindl.,Medinilla magnifica,3188507,3188507,ACCEPTED,0,Medinilla magnifica,Medinilla magnifica,Medinilla magnifica Lindl.,Medinilla magnifica Lindl. | Axinaea bracteata Zipp. | Axinaea bracteata Zipp. ex Blume | Dactyliota bracteata (Blume) Blume | Hypenanthe bracteatum (Blume) Bakh.fil. | Medinilla bracteata Veitch | Medinilla superba Teijsm. & Binn. | Medinilla superba Teijsm. & Binn. ex Triana,8,Medinilla magnifica Lindl.,1,Medinilla magnifica Lindl. | Medinilla bracteata Veitch | Medinilla superba Teijsm. & Binn. | Medinilla superba Teijsm. & Binn. ex Triana,4,pink medinilla,Showy Medinilla | pink medinilla,2
Nephelium lappaceum,EXACT,99,Nephelium lappaceum L.,Nephelium lappaceum,5421126,5421126,ACCEPTED,0,Nephelium lappaceum,Nephelium lappaceum,Nephelium lappaceum L.,Nephelium lappaceum L. | Dimocarpus crinitus Lour. | Euphoria chrysea Korth. | Euphoria chrysea Korth. ex Miq. | Euphoria crinita (Lour.) Poir. | Euphoria glabra (Noronha) Blume | Euphoria nephelium DC. | Euphoria nephelium Poir. | Euphoria nephelium Wall. | Euphoria ramb-outan Labill. | Nephelium chryseum Blume | Nephelium echinatum Noronha | Nephelium glabrum (Blume) Cambess. | Nephelium glabrum Noronha | Nephelium glabrum var. sufferugineum (Radlk.) Ridl. | Nephelium lappaceum var. glabrum (Blume) Blume | Nephelium maculatum Radlk. | Nephelium obovatum Ridl. | Nephelium pallens Radlk. | Nephelium rambutan Schnizl. | Nephelium rimosum G.Don | Nephelium rubia Walp. | Nephelium sufferugineum Radlk. | Nephelium variabile Wall. | Nephelium variabile Wall. ex Voigt | Scytalia crinita (Lour.) Raeusch. | Scytalia ramboutan Roxb. | Scytalia rimosa Roxb. | Spanoghea glabra Blume,29,Nephelium lappaceum L. | Nephelium lappaceum var. glabrum (Blume) Blume,2,Nephelium lappaceum L. | Nephelium chryseum Blume | Nephelium echinatum Noronha | Nephelium glabrum (Blume) Cambess. | Nephelium glabrum Noronha | Nephelium glabrum var. sufferugineum (Radlk.) Ridl. | Nephelium lappaceum var. glabrum (Blume) Blume | Nephelium maculatum Radlk. | Nephelium obovatum Ridl. | Nephelium pallens Radlk. | Nephelium rambutan Schnizl. | Nephelium rimosum G.Don | Nephelium rubia Walp. | Nephelium sufferugineum Radlk. | Nephelium variabile Wall. | Nephelium variabile Wall. ex Voigt,16,pulasan,Rambutan | pulasan,2
Mimosa aculeaticarpa Ortega,EXACT,100,Mimosa aculeaticarpa Ortega,Mimosa aculeaticarpa,2969973,2969973,ACCEPTED,0,Mimosa aculeaticarpa,Mimosa aculeaticarpa,Mimosa aculeaticarpa Ortega,Mimosa aculeaticarpa Ortega | Acacia acanthocarpa Willd. | Acacia acanthocarpa var. uncinella (Poir.) DC. | Acacia acanthophora Steud. | Acacia aculeaticarpa Lag. | Acacia brachyacantha Humb. & Bonpl. | Acacia brachyacantha Humb. & Bonpl. ex Willd. | Acacia uncinella Desf. | Mimosa acanthocarpa (Willd.) Benth. | Mimosa acanthocarpa (Willd.) Poir. | Mimosa acanthocarpa var. desmanthocarpa B.L.Rob. | Mimosa aculeaticarpa var. aculeaticarpa | Mimosa aculeaticarpa var. desmanthocarpa (B.L.Rob.) J.F.Macbr. | Mimosa arida Benth. | Mimosa brachyacantha Poir. | Mimosa moreliensis (Britton) Bullock | Mimosa uncinella Poir. | Mimosopsis aculeaticarpa (Ortega) Britton & Rose | Mimosopsis desmanthocarpa (B.L.Rob.) Britton & Rose | Mimosopsis moreliensis Britton | Mimosopsis orizabensis Britton,21,Mimosa aculeaticarpa Ortega | Acacia aculeaticarpa Lag. | Mimosa aculeaticarpa var. aculeaticarpa | Mimosa aculeaticarpa var. desmanthocarpa (B.L.Rob.) J.F.Macbr. | Mimosopsis aculeaticarpa (Ortega) Britton & Rose,5,Mimosa aculeaticarpa Ortega | Mimosa acanthocarpa (Willd.) Benth. | Mimosa acanthocarpa (Willd.) Poir. | Mimosa acanthocarpa var. desmanthocarpa B.L.Rob. | Mimosa aculeaticarpa var. aculeaticarpa | Mimosa aculeaticarpa var. desmanthocarpa (B.L.Rob.) J.F.Macbr. | Mimosa arida Benth. | Mimosa brachyacantha Poir. | Mimosa moreliensis (Britton) Bullock | Mimosa uncinella Poir.,10,catclaw mimosa,catclaw mimosa | mimosa,2
Mimosa polycarpa Kanth. var. spegazzinii (Pirrota) Burkart.,EXACT,100,Mimosa polycarpa var. spegazzinii (Pirotta) Burkart,Mimosa polycarpa spegazzinii,2969639,2969639,ACCEPTED,0,Mimosa polycarpa spegazzinii,Mimosa polycarpa,Mimosa polycarpa var. spegazzinii (Pirotta) Burkart,Mimosa polycarpa var. spegazzinii (Pirotta) Burkart | Mimosa pachecensis S.Moore | Mimosa polycarpa var. subglabrata Hoehne | Mimosa polychaeta Malme | Mimosa spegazzinii Pirotta,5,Mimosa polycarpa var. spegazzinii (Pirotta) Burkart | Mimosa polycarpa var. subglabrata Hoehne,2,Mimosa polycarpa var. spegazzinii (Pirotta) Burkart | Mimosa pachecensis S.Moore | Mimosa polycarpa var. subglabrata Hoehne | Mimosa polychaeta Malme | Mimosa spegazzinii Pirotta,5,,,0
Morinda citriodora l,HIGHERRANK,96,Morinda L.,Morinda,2915429,2915429,ACCEPTED,0,Morinda,Morinda,Morinda L.,"Morinda L. | Appunettia R.D.Good | Belicea Lundell | Belicia Lundell | Gutenbergia W.G.Walpers, 1848 | Rojoc Adans. | Sarcopygme Setch. & Christoph. | Stigmatanthus Schult.",8,,0,Morinda L.,1,,,0
Murraya paniculata (L.) Jack,EXACT,100,Murraya paniculata (L.) Jack,Murraya paniculata,5421335,8190743,ACCEPTED,1,Murraya paniculata,Murraya paniculata,Murraya paniculata (L.) Jacq.,"Murraya paniculata (L.) Jack | Camunium exoticum (L.) Kuntze | Chalcas exotica (L.) Millsp. | Chalcas japanensis Lour. | Chalcas paniculata L. | Connarus foetens Blanco | Connarus santaloides Blanco | Limonia malliculensis J.R.Forst. | Limonia malliculensis J.R.Forst. ex Steud. | Marsana buxifolia Sonn. | Murraya amoena Salisb. | Murraya brevifolia Thwaites | Murraya chinensis Pav. | Murraya chinensis Pav. ex Tanaka | Murraya exotica DC. | Murraya exotica L. | Murraya exotica var. buxifolia Thwaites | Murraya exotica var. paniculata (L.) Thwaites | Murraya intermedia (M.Roem.) Mabb. | Murraya japonensis (Lour.) Raeusch. | Murraya paniculata Hassk. | Murraya paniculata subsp. paniculata | Murraya paniculata var. buxifolia (Sonn.) Thwaites | Murraya paniculata var. exotica (L.) C.C.Huang | Murraya paniculata var. exotica (L.) M.R.Almeida, 1996 | Murraya scandens Hassk. | Murraya tavoyana DC. | Murraya tavoyana DC. ex Tanaka | SH1638263.08FU",29,"Murraya paniculata (L.) Jack | Chalcas paniculata L. | Murraya paniculata Hassk. | Murraya paniculata subsp. paniculata | Murraya paniculata var. buxifolia (Sonn.) Thwaites | Murraya paniculata var. exotica (L.) C.C.Huang | Murraya paniculata var. exotica (L.) M.R.Almeida, 1996",7,"Murraya paniculata (L.) Jack | Murraya amoena Salisb. | Murraya brevifolia Thwaites | Murraya chinensis Pav. | Murraya chinensis Pav. ex Tanaka | Murraya exotica DC. | Murraya exotica L. | Murraya exotica var. buxifolia Thwaites | Murraya exotica var. paniculata (L.) Thwaites | Murraya intermedia (M.Roem.) Mabb. | Murraya japonensis (Lour.) Raeusch. | Murraya paniculata Hassk. | Murraya paniculata subsp. paniculata | Murraya paniculata var. buxifolia (Sonn.) Thwaites | Murraya paniculata var. exotica (L.) C.C.Huang | Murraya paniculata var. exotica (L.) M.R.Almeida, 1996 | Murraya scandens Hassk. | Murraya tavoyana DC. | Murraya tavoyana DC. ex Tanaka",19,,,0
Musa coccinea Andrews,EXACT,100,Musa coccinea Andrews,Musa coccinea,2762920,2762920,ACCEPTED,0,Musa coccinea,Musa coccinea,Musa coccinea Andrews,Musa coccinea Andrews | Quesnelia lamarckii Baker,2,Musa coccinea Andrews,1,Musa coccinea Andrews,1,Okinawa Torch,Okinawa Torch | Red Flowering Banana | Red Flowering Thai Banana | Red Torch Banana | bananeira-florida | bananeira-vermelha | hong jiao | scarlet banana,8
Musa velutina Wendl. et Drude,EXACT,100,Musa velutina H.Wendl. & Drude,Musa velutina,2762971,2762971,ACCEPTED,0,Musa velutina,Musa velutina,Musa velutina H.Wendl. & Drude,"Musa velutina H.Wendl. & Drude | Musa dasycarpa Kurz | Musa velutina var. variegata A.Joe, M.Sabu & Sreejith",3,"Musa velutina H.Wendl. & Drude | Musa velutina var. variegata A.Joe, M.Sabu & Sreejith",2,"Musa velutina H.Wendl. & Drude | Musa dasycarpa Kurz | Musa velutina var. variegata A.Joe, M.Sabu & Sreejith",3,hairy banana,Pink velvet banana | bananeira-de-jardim | bananeira-ornamental | fuzzy pink banana | hairy banana | pink banana | self-peeling banana,7
Musa x nana 'Cavendishii',EXACT,84,Musa nana Lour.,Musa nana,3750363,3750363,DOUBTFUL,0,Musa nana,Musa nana,Musa nana Lour.,Musa nana Lour.,1,Musa nana Lour.,1,Musa nana Lour.,1,,,0
